"pid3","weight","bias_wsj","bias_pbs","bias_npr","bias_cbs","bias_usa","bias_abc","bias_drg","bias_fox","bias_huf","bias_nyt"
"Republican ",0.734366857192731,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","2","3","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.6881998013553,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","5","6","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","2","4 - No bias at all"
"Independent ",0.680141823754453,"5","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","4 - No bias at all"
"Democrat ",1.05896624448484,"2","6","1 - Liberal or pro-Democratic party bias","2","7 - Conservative or pro-Republican party bias","2","1 - Liberal or pro-Democratic party bias","7 - Conservative or pro-Republican party bias","3","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.29710138303235,"6","3","4 - No bias at all","6","1 - Liberal or pro-Democratic party bias","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",0.734366857192731,"3","3","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","3","3"
"Republican ",0.633787498642761,"5","2","2","2","3","2","4 - No bias at all","7 - Conservative or pro-Republican party bias","5","3"
"Independent ",0.973168527907466,"1 - Liberal or pro-Democratic party bias","2","2","2","2","2","5","7 - Conservative or pro-Republican party bias","5","2"
"Republican ",0.680141823754453,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","7 - Conservative or pro-Republican party bias","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.986793553636056,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",0.603001718261567,"6","6","5","3","3","2","3","7 - Conservative or pro-Republican party bias","2","3"
"Independent ",0.819867757562202,"3","3","2","1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","2","5","1 - Liberal or pro-Democratic party bias","2"
"Republican ",0.609212411329635,"5","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","4 - No bias at all","4 - No bias at all","3","1 - Liberal or pro-Democratic party bias"
"Independent ",0.647104414750633,"5","2","3","3","3","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","2","3"
"Independent ",0.633787498642761,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.819867757562202,"7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","2","2"
"Other ",1.18225961819515,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","6","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.734366857192731,"1 - Liberal or pro-Democratic party bias","2","5","3","4 - No bias at all","2","6","5","5","1 - Liberal or pro-Democratic party bias"
"Republican ",0.609212411329635,"2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","2"
"Democrat ",1.07151234293091,"5","4 - No bias at all","1 - Liberal or pro-Democratic party bias","3","3","3","6","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","3"
"Republican ",0.680141823754453,"2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","6","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.18225961819515,"6","5","5","6","6","6","4 - No bias at all","7 - Conservative or pro-Republican party bias","2","5"
"Republican ",1.27651652916627,"5","3","1 - Liberal or pro-Democratic party bias","4 - No bias at all","3","5","6","5","3","4 - No bias at all"
"Democrat ",1.24680632386779,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","3"
"Democrat ",1.04817047901515,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","4 - No bias at all"
"Independent ",1.29710138303235,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.819867757562202,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","2"
"Republican ",1.05896624448484,"3","1 - Liberal or pro-Democratic party bias","5","3","1 - Liberal or pro-Democratic party bias","2","4 - No bias at all","3","6","7 - Conservative or pro-Republican party bias"
"Independent ",0.633787498642761,"6","3","6","4 - No bias at all","5","5","5","7 - Conservative or pro-Republican party bias","6","3"
"Republican ",1.18225961819515,"4 - No bias at all","2","1 - Liberal or pro-Democratic party bias","2","3","2","2","4 - No bias at all","2","2"
"Independent ",1.2615778569208,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","6","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.42513885806255,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.633787498642761,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","5","6","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","3"
"Independent ",1.10168400176603,"5","2","2","2","3","2","6","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",1.29710138303235,"6","2","1 - Liberal or pro-Democratic party bias","2","3","2","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.819867757562202,"5","2","3","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","2","1 - Liberal or pro-Democratic party bias"
"Independent ",1.19626643440477,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","3","2","3","4 - No bias at all","3","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.12483219175135,"6","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Independent ",0.633787498642761,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.819867757562202,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.734366857192731,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.39196955152836,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","3"
"Democrat ",0.616430052993772,"6","4 - No bias at all","4 - No bias at all","3","3","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias"
"Democrat ",0.935433953472144,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",0.6881998013553,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.18225961819515,"7 - Conservative or pro-Republican party bias","3","2","3","4 - No bias at all","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","2"
"Other ",1.50294581095031,"1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","3","3","3","3","6","2","1 - Liberal or pro-Democratic party bias"
"Republican ",1.42513885806255,"1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","4 - No bias at all","1 - Liberal or pro-Democratic party bias"
"Independent ",1.19626643440477,"5","3","3","3","3","3","4 - No bias at all","7 - Conservative or pro-Republican party bias","3","5"
"Democrat ",0.616430052993772,"7 - Conservative or pro-Republican party bias","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","2","4 - No bias at all"
"Independent ",0.567692203057534,"7 - Conservative or pro-Republican party bias","6","5","6","5","6","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","5"
"Republican ",0.819867757562202,"7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias"
"Independent ",1.04434470356207,"7 - Conservative or pro-Republican party bias","3","6","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","4 - No bias at all","6","2"
"Democrat ",0.734366857192731,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","5","3","4 - No bias at all"
